name,lat,lon
Blk 223,1.3418895,103.9577311
Between Blks 227/228,1.342256,103.9558599
Before Lorong 23 Geylang,1.3148661,103.880954
Sims Ville,1.316588,103.890315
After Lorong 1 Geylang,1.312598,103.873367
Yi Xiu Factory Building,1.313919,103.87674
After Aljunied Station,1.315337,103.88359
Kallang Station,1.31118,103.8714218
Blk 414,1.3179753,103.8983621
Blk 134,1.315806,103.8860237
Blk 416,1.317811,103.8974959
After Tanjong Katong Complex,1.3173609,103.8948445
Opposite Hong San Si Temple,1.3202375,103.9098958
Kembangan Station,1.3209547,103.9133389
Casa Sarina,1.3197007,103.9072769
Opposite Perpetual Succour Church,1.3213743,103.9173817
The Buddhist Union,1.3212502,103.9147857
Before Blk 53,1.3184614,103.8805443
Opposite Blk 53,1.3187291,103.8801938
Blk 45,1.3172932,103.8781013
Blk 49 Market/Food Centre,1.317011,103.879855
Sims Place Terminal,1.3160751,103.8793307
Opposite Ai Tong School,1.3612657,103.8319473
Opposite Eunoia Junior College,1.3612978,103.8404033
Before Bright Hill Temple,1.3634266,103.8367511
Ai Tong School,1.3608068,103.8321753
Eunoia Junior College,1.3615011,103.8405959
Bright Hill Station Exit 1,1.3639824,103.8345552
Opposite Bright Hill Temple,1.3635167,103.8369444
Bright Hill Station Exit 2,1.3635711,103.8340091
Opposite NEA Regional Office,1.3613058,103.8385014
After NEA Regional Office,1.3609029,103.8385046
Blk 23,1.354658,103.8363007
Blk 22A Carpark,1.357509,103.838911
Blk 7 Industrial Estate,1.3583834,103.8390217
Sin Ming Plaza,1.353012,103.835773
Blk 25,1.3550689,103.8370192
Amtech Building,1.356167,103.83787
Garlick Ville,1.3256627,103.7928991
House No. 589,1.3184899,103.7883856
Opposite Dynasty Garden II,1.3232928,103.7914556
Opposite Regent Villa,1.321191,103.7900629
After Lantana Avenue,1.3285655,103.7941958
Sixth Avenue Ville,1.330147,103.7951726
Opposite Garlick Ville,1.3257465,103.793106
Opposite House No. 516,1.3202769,103.7895846
House No. 532,1.3198003,103.7891105
Avenue Villa,1.3287323,103.7945036
House No. 578,1.3179262,103.7877912
Dynasty Lodge,1.3240298,103.7921058
Regent Villa,1.322342,103.7910604
Varco,1.3268409,103.6841748
Before Lok Yang Way,1.3251831,103.6841909
Opposite Varco,1.3266521,103.684011
MES Logistic Hub,1.325431,103.684053
Somerset Station,1.3002604,103.8388405
Before Kwong Ministry Road,1.3292534,103.700201
Before Fan Yoong Road,1.3292612,103.7028837
Opposite Hong Lim Complex,1.2844812,103.8466866
Maxwell Station Exit 2,1.2810109,103.8446487
Opposite Hong Lim Complex,1.284064,103.845215
Boat Quay,1.2871075,103.848183
Sci Park 2/The Galen,1.2867595,103.7848201
Kent Ridge Station Exit B,1.2924161,103.7846398
Opposite Sci Park 2/The Galen,1.2870139,103.7850066
Opposite Lamp Post 31,1.2860264,103.7856022
After Lorong Sarhad,1.2807531,103.7868173
Opposite National Leadership Institute,1.2829174,103.7877819
Lamp Post 30,1.2859136,103.7858325
National Leadership Institute,1.2830778,103.7879311
Opposite Lorong Sarhad,1.2814045,103.7869768
Sci Park 2/The Gemini,1.2889651,103.7836806
Kent Ridge Station,1.2925676,103.7844452
Kallang Squash Centre,1.3051693,103.8797653
Opposite Singapore Indoor Stadium,1.3009101,103.875778
Opposite Kallang Squash Centre,1.3049649,103.8801552
Opposite Carpark F,1.300532,103.877092
Stadium Station,1.3015907,103.8750585
Carpark F,1.3007979,103.8771336
Capitol Building,1.2939406,103.851349
Singapore Management University,1.296126,103.8496233
Before Stevens Station Exit 2,1.3192593,103.8257339
Novotel Mercure @ Stevens,1.3138425,103.8274761
Opposite Met YMCA,1.316578,103.8258463
Chelsea Gardens Condominium,1.3135219,103.8274576
Before Met YMCA,1.3169541,103.8260315
Stevens Station Exit 3,1.3190148,103.825461
After Still Lane,1.3104235,103.9080698
After East Coast Road,1.30889,103.908175
After Lorong J Telok Kurau,1.3127419,103.9071109
After Lorong Nangka,1.3123162,103.9069814
After Joo Chiat Place,1.3147679,103.905897
After Lorong G Telok Kurau,1.3157198,103.9058832
Opposite D'Ecosia,1.3061037,103.909529
D'Ecosia,1.3063752,103.9096728
Tiong Ghee Temple,1.2912916,103.8041708
Opposite Queens,1.292356,103.8057161
Blk 166,1.2911251,103.8025648
Sri Arasakesari Sivan Temple,1.4060516,103.7551941
Sri Arasakesari Sivan Temple,1.4060119,103.7553607
Opposite Multistates Trading,1.4007071,103.7542767
Eurokars Centre,1.4027667,103.7546947
Tan Chiang Bros Marble,1.4081304,103.7535708
Opposite Eurokars Centre,1.4030672,103.7545879
Multistates Trading,1.4003618,103.7540263
Opposite Wason Wood Industrial,1.4293151,103.7471133
Wason Wood Industrial,1.429459,103.747214
Before Kranji Cresent,1.4339308,103.7486441
After Kranji Cresent,1.4338389,103.7484265
Poh Cheong Concrete Products,1.4260453,103.7490121
DHdeco Private Limited,1.4192064,103.7507256
After LCS Optiroc Private Limited,1.4231232,103.7502055
Sit Ley Timber,1.4135269,103.7519188
Opposite Crown Alliance Industries,1.4162756,103.7512621
Asia Rattan Trading Co,1.4167326,103.7513554
After Sungei Kadut Eating House,1.4227603,103.7500964
Opposite Kim Hock Corporation Private Limited,1.4104721,103.7522995
Kim Hock Corporation Private Limited,1.4105097,103.752469
Tropical Furniture Limited,1.4264155,103.7488962
Sim Hup Co,1.420054,103.7507481
Whye Wah Devt & Construction,1.4133286,103.7517742
Opposite Rochor Station,1.3043836,103.8522931
Chengtai Nursery,1.3794231,103.7308554
Opposite Chengtai Nursery,1.3794603,103.731151
Tanah Merah Ferry Terminal,1.3148698,103.9888726
Before Jalan Kembangan,1.3246525,103.9145448
Tropica Condominium,1.3490983,103.9279689
Opposite Tropica Condominium,1.3495047,103.9278766
Temasek Polytechnic East G,1.34497,103.9367714
Temasek Polytechnic West G,1.3479616,103.9301424
Temasek Polytechnic,1.3467406,103.9324993
Before Tampines West Station,1.3447087,103.9401491
Tampines West Station Exit B,1.3450364,103.9401009
Opposite Temasek Polytechnic,1.3470177,103.9327024
Opposite Temasek Polytechnic West G,1.3484667,103.9298452
Opposite Temasek Polytechnic East G,1.3456457,103.9360042
Tampines Dormitory,1.3674486,103.9307296
After Tampines Lk,1.3676443,103.9310921
Before Tampines Link,1.3704158,103.9306629
Tampines Wafer Fab Park,1.3732253,103.9305463
IKEA Tampines,1.3742412,103.9313783
After Tampines Avenue 9,1.3638446,103.9307257
Before Tampines Industrial Avenue 5,1.3703081,103.9303502
Before Tampines Avenue 9,1.3644089,103.9311148
Opposite The Holy Trinity Church,1.3495213,103.9492905
Blk 285,1.3502424,103.9524685
Blk 302,1.3529754,103.9551477
Blk 206,1.3507402,103.9527828
Tampines East Community Club,1.3530018,103.9547488
The Holy Trinity Church,1.3491585,103.9492134
Blk 101,1.3478746,103.9456268
Blk 141,1.3480403,103.945105
Blk 888,1.3510941,103.9310872
Blk 827,1.3497831,103.9339947
Blk 880,1.3510716,103.9314947
Blk 819,1.348572,103.937109
Opposite Blk 819,1.348924,103.936566
Blk 831,1.3499138,103.9341754
Opposite Tampines Station/Interchange,1.3536575,103.946394
Opposite Blk 945,1.3519267,103.9400628
Junyuan Primary School,1.347622,103.938478
Blk 945,1.3515669,103.9401959
Blk 801,1.3471673,103.9382292
Tampines Station/Interchange,1.3536548,103.9461424
Opposite Century Square,1.351619,103.943726
UOB Tampines Centre,1.3518253,103.9425513
Opposite Darul Ghufran Mosque,1.355949,103.9389478
Opposite Our Tampines Hub,1.3529614,103.9416617
Darul Ghufran Mosque,1.3556461,103.9393944
Blk 867A,1.3559581,103.9336759
Blk 938,1.3482625,103.9418414
Our Tampines Hub,1.3528281,103.9412794
Between Blks 701/702,1.3559355,103.9371028
Blk 730,1.3562477,103.9337698
Blk 863,1.3556207,103.9361276
Blk 147,1.3485992,103.942135
Blk 522 Carpark,1.3586323,103.9381591
Blk 709,1.3579116,103.9379936
Opposite Blk 390,1.3567035,103.9573852
Blk 233,1.3565951,103.9474722
Blk 401,1.3568765,103.944745
Blk 390,1.356464,103.9575308
Blk 497D,1.3584515,103.9591797
Blk 423,1.3568963,103.9480334
Tampines East Station Exit A,1.3563275,103.954004
Blk 230E,1.356433,103.951079
Blk 449,1.3568122,103.9510833
Blk 503,1.3565709,103.9453845
Blk 370,1.3583271,103.9594568
Opposite Tampines East Station,1.3560965,103.9534982
Blk 874,1.3540582,103.9314656
Opposite Springfield Secondary School,1.3508369,103.9294447
Opposite Blk 871A,1.3546318,103.9314621
Springfield Secondary School,1.3506955,103.9295949
Blk 464,1.3598281,103.9553466
Blk 496F,1.36021,103.95025
Dunman Secondary School,1.3605001,103.9555713
Blk 484,1.36217,103.9530443
Opposite Blks 741/742,1.3605692,103.9334294
Blk 430,1.359894,103.950365
Blk 460,1.3578697,103.9553463
Blk 721,1.3602109,103.9359983
Opposite Blk 721,1.3605691,103.936021
Blk 742A,1.360187,103.9335799
Blk 493B,1.3621436,103.9522357
Before Greenwich Drive,1.3675132,103.9099189
Before Tampines Expressway,1.3765276,103.9133331
After Buangkok East Drive,1.3742595,103.9124238
After Old Tampines Road,1.376935,103.913928
Opposite Defu Avenue 2,1.3623662,103.9007327
Before Defu Avenue 2,1.3622668,103.902282
Before Tampines Link,1.3675936,103.925711
After Hougang Avenue 3,1.3617339,103.8941621
After Defu Avenue 1,1.3614775,103.8945455
After Hougang Avenue 7,1.3618729,103.8975753
After Tampines Expressway,1.3797071,103.9159781
After Tampines Industrial Avenue 5,1.3738338,103.9204126
Before Tampines Expressway,1.37903,103.9153279
After En-Naeem Mosque,1.3611512,103.8914628
The Tembusu,1.3612499,103.8902336
Before KPE,1.363035,103.9035281
After Greenwich Drive,1.3681678,103.9097895
Schenker,1.3710591,103.9110688
Before KPE,1.3632303,103.9067983
Opposite Golden Pagoda Temple,1.3684487,103.9297884
Opposite Schenker,1.3712734,103.9114913
Lamp Post 137,1.3651073,103.9089673
After Tampines Industrial Drive,1.3789362,103.9192396
Before Tampines Industrial Avenue 5,1.3740717,103.9200502
Before Tampines Industrial Avenue 4,1.3705571,103.9227502
Before Tampines Industrial Drive,1.3792305,103.9194681
Before Tampines Industrial Drive,1.376139,103.9198119
Golden Pagoda Temple,1.3684818,103.9300968
After Tampines Industrial Avenue 2,1.367045,103.9259083
After Tampines Industrial Drive,1.376825,103.9200584
After Tampines Industrial Avenue 4,1.3700975,103.9227839
After Defu Avenue 2,1.3615725,103.8967937
Before Buangkok East Drive,1.374207,103.91287
After Jalan Telawi,1.3646365,103.9081675
Opposite Tampines Changkat Community Club,1.3453636,103.9476012
Blk 125,1.3464318,103.9499242
Blk 259,1.3547782,103.9508824
Blk 230B,1.3550334,103.9508157
Blk 237,1.3553202,103.9469908
Opposite Blk 237,1.355178,103.9472675
Opposite Blk 266,1.3517223,103.9507154
Blk 266,1.3517171,103.9502552
Blk 248,1.3524115,103.9474493
Opposite Blk 248,1.3526322,103.9475568
Opposite Blk 273,1.348785,103.951188
Blk 283,1.349036,103.953556
Blk 216,1.3538475,103.953065
Opposite Blk 216,1.3537124,103.9528426
Blk 331,1.353668,103.959597
Ngee Ann Secondary School,1.3538347,103.9575403
Opposite Blk 331,1.3538393,103.9599096
Blk 307A,1.3536889,103.9563038
Blk 351,1.3529422,103.9625774
Blk 343,1.3521,103.9611735
Blk 323,1.3520567,103.958796
East Spring Secondary School,1.3562946,103.9598078
Eden Condominium,1.356088,103.959889
Blk 417,1.3586333,103.9473372
Blk 418,1.358498,103.947619
Blk 442,1.359294,103.952356
Blk 491C,1.3619416,103.9551122
Blk 489B,1.3615812,103.9574793
Opposite Blk 487B,1.3595711,103.9583485
Dunman Secondary School,1.3618507,103.9552094
Opposite Blk 489A,1.3618883,103.9573794
Blk 487B,1.3596145,103.9581859
Blk 734,1.3584557,103.9341835
Poi Ching School,1.3576653,103.9362676
Blk 897,1.3480775,103.9342492
Blk 889,1.3496991,103.9321301
Opposite Blk 853,1.3532712,103.9344265
Blk 835,1.3510756,103.9337313
Blk 855,1.353278,103.934588
Blk 874A,1.3530134,103.9320315
After Margaret Drive,1.2942422,103.8158735
After Tomlinson Road,1.3060881,103.8257897
Opposite Chatsworth Road,1.299263,103.817086
After Camp Road,1.3023673,103.8197281
Crescent Girls' School,1.2936354,103.8159613
Before Chatsworth Road,1.299923,103.817543
Opposite British High Commission,1.3039,103.822029
Before Rochalie Drive,1.3025302,103.8204273
British High Commission,1.304215,103.822004
After Dunman Road,1.310548,103.894162
After Katong Post Office,1.3037342,103.896566
Before Katong Post Office,1.3038619,103.8967581
After Ipoh Lane,1.3109456,103.8943188
CDAC Building,1.312833,103.8943168
Tanjong Katong Complex,1.3161765,103.8940837
After Queen Of Peace Church,1.312663,103.894141
National Oxygen Private Limited,1.3077134,103.6986805
Opposite NatSteel,1.3059425,103.7004169
NatSteel,1.3059179,103.7008216
Opposite National Oxygen Private Limited,1.3072162,103.6992078
Jurong Shipyard,1.304904,103.703161
After Shipyard Road,1.3101027,103.6971244
Before Shipyard Road,1.3101162,103.6974645
The Amara,1.2748335,103.8432567
After Craig Road,1.2777825,103.8435473
Opposite Fuji Xerox Towers,1.273288,103.8430561
Opposite Fairfield Methodist Church,1.2797061,103.8438358
Before Craig Road,1.2775741,103.8436781
Tanjong Pagar Plaza,1.2751518,103.8430625
Opposite CLP International,1.3066633,103.739535
LTH Logistics,1.3060069,103.7367235
CLP International,1.3064901,103.7395625
Ban Joo,1.3063119,103.7360327
Opposite Singapore Swim Club,1.2978046,103.8798523
Opposite Dunman High School,1.2979343,103.882645
Singapore Swim Club,1.297673,103.880126
Opposite Tanjong Ria Condominium,1.2973154,103.8765072
Dunman High School,1.2981127,103.8823141
Tanjong Ria Condominium,1.2972217,103.8757417
Before Tanjong Rhu View,1.29637,103.8685883
Opposite Pebble Bay,1.2970537,103.8707876
Pebble Bay,1.2972001,103.8712992
Park Shore Condominium,1.296585,103.8690124
Before Lorong Bakar Batu,1.3258772,103.8744138
Tannery Blk,1.3262271,103.8749654
Before Huddington Avenue,1.3699381,103.8644182
Opposite Portchester Avenue,1.3683128,103.8626166
Blk 41,1.3217419,103.7418321
After Hasanah Mosque,1.3225075,103.7393668
Opposite Blk 41,1.3220744,103.7414139
Before Hasanah Mosque,1.3222552,103.7396281
Before Jurong Town Hall Road,1.3214668,103.744104
Before Blk 39,1.3213076,103.743964
Opposite Choa Chu Kang Polyclinic,1.3814819,103.7514491
Blk 6,1.3814243,103.7537343
Blk 8,1.381007,103.7542852
Between Blks 13/14,1.3787482,103.7561318
Blk 157,1.3791672,103.7563455
Choa Chu Kang Polyclinic,1.3817937,103.7512631
Blk 108,1.3784654,103.7532595
Blk 25,1.3782091,103.7551167
Opposite Blk 118,1.3801748,103.7506636
Blk 9,1.3798278,103.7542519
Blk 11,1.2778572,103.818662
Blk 10,1.2777007,103.8199559
Blk 50,1.272898,103.810339
Blk 70A,1.2767699,103.8110988
Blk 59,1.2757423,103.8133903
Blk 85,1.2776553,103.8085456
Blk 28,1.2733779,103.8207877
Blk 41,1.2713353,103.8227565
Telok Blangah Station,1.2708389,103.8087247
Before Seah Im Road,1.268486,103.8160845
Opposite HarbourFront Interchange,1.2658722,103.8193119
Hotel Faber Park,1.2699557,103.8131484
Opposite Telok Blangah Station,1.2711687,103.809368
Caribbean at Keppel Bay,1.2674171,103.8167994
Opposite VivoCity,1.2659529,103.8222912
After Alexandra Road,1.2727228,103.8040294
Opposite Hotel Faber Park,1.2696266,103.8129415
Blk 67,1.274377,103.8095025
Blk 25,1.2759776,103.8191156
Al-Amin Mosque,1.2756743,103.8191266
Opposite Blk 27,1.2749189,103.8212504
Blk 27,1.2747053,103.821135
Safra Mount Faber,1.2770537,103.8180315
After Lorong G Telok Kurau,1.3176608,103.9084974
After Lorong M Telok Kurau,1.3111802,103.9112518
After Jalan Baiduri,1.3110478,103.9114488
After Joo Chiat Place,1.3145096,103.9099717
East Coast Apartments,1.3082729,103.9126823
After Lorong H Telok Kurau,1.3162367,103.9090697
Before Lorong K Telok Kurau,1.3126258,103.9106538
After Changi Road,1.3174656,103.9087402
After Ji Xiang Court,1.3130442,103.9106109
Before Singapore Aviation Academy,1.3878091,103.98845
Singapore Aviation Academy,1.3883639,103.9896612
Opposite The Ritz-Carlton,1.2904326,103.8610331
Promenade Station Exit B,1.2933384,103.8607085
After Promenade Station Exit C,1.2926855,103.8609316
Opposite Suntec Convention Centre,1.293541,103.8584096
Suntec Convention Centre,1.2931797,103.8578355
Suntec Tower Two,1.2957657,103.8593381
Before Joo Chiat Place,1.3129689,103.9009677
After Koon Seng Road,1.3108979,103.9024812
Clariant Singapore,1.33187,103.7163638
Opposite Kaily Packaging,1.3313828,103.7163596
SLF Complex,1.3337888,103.8379892
Opposite United Square,1.3164554,103.8448582
Opposite Tan Tong Meng Tower,1.3281083,103.8399841
MacRitchie Reservoir,1.3421866,103.8359443
Opposite Old Police Academy,1.3302724,103.8398832
United Square/Before Novena Station,1.3173322,103.8442299
Opposite Thomson Medical Centre,1.3254393,103.8422132
Opposite Novena Lodge,1.3234646,103.8419014
Novena Lodge,1.3235885,103.8415814
Singapore Polo Club,1.3316269,103.8388691
Opposite Novena Church,1.3213508,103.8417174
Opposite Macritchie Reservoir,1.3417545,103.8362456
Thomson Medical Centre,1.325596,103.841868
Opposite SLF Complex,1.3332526,103.837999
Opposite Singapore Polo Club,1.3316435,103.839174
Novena Station,1.3202422,103.8428574
After Toa Payoh Rise,1.3370243,103.8375164
After Andrew Road,1.336363,103.837044
Thomson Flyover,1.3289531,103.8406861
Before Novena Station Exit B,1.3210847,103.8422509
Old Police Academy,1.3302351,103.8396628
Tiong Bahru Station,1.2860113,103.8274107
Tiong Bahru Park,1.2872135,103.8239434
Opposite Tiong Bahru Station,1.2859427,103.8266883
Before Ar-rabitah Mosque,1.28851,103.8207499
Blk 104A Carpark,1.2886114,103.821755
Opposite Tiong Bahru Park,1.2873416,103.8234561
Delta Swimming Complex,1.2887127,103.819315
Blk 78,1.2886071,103.8189435
Blk 18,1.2858586,103.8323768
Blk 1,1.286068,103.8328338
Blk 55,1.2848263,103.8340114
Central Green Condominium,1.285734,103.828568
Blk 177,1.3341217,103.8489325
Blk 79C,1.3343412,103.8485752
Blk 25,1.334161,103.857064
Blk 23,1.3344198,103.8573325
Braddell Station/Blk 106,1.3406363,103.8480603
Braddell Station/Blk 111,1.3409026,103.8454028
Blk 163,1.3322549,103.8440733
Blk 117,1.3401679,103.844715
Toa Payoh Police Centre,1.3404495,103.8500031
Blk 131,1.3383078,103.8436532
Blk 128,1.338084,103.843862
Blk 139A,1.336428,103.843508
Braddell Station/Blk 107,1.340968,103.8478264
Blk 202,1.3408301,103.8497406
Oleander Towers,1.3327534,103.8440241
Opposite Blk 139A,1.3362057,103.8432712
Blk 138B,1.336362,103.846107
Blk 101C Carpark,1.3392123,103.8468136
Blk 84B,1.335424,103.846628
Blk 121,1.33911,103.8465316
Opposite Jackson Square,1.3380297,103.8482711
Opposite Blk 73,1.3340008,103.8512588
Opposite Chung Hwa Free Clinic,1.3328098,103.8516438
Blk 56,1.3370245,103.8499137
Jackson Square,1.3366923,103.8498393
Blk 73,1.333978,103.8514775
Chung Hwa Free Clinic,1.3328824,103.8514334
Blk 68,1.3343772,103.8536065
Blk 34,1.3350705,103.8539066
Blk 50,1.3371255,103.8523651
Blk 59,1.3369634,103.8522464
After Lorong 4 Toa Payoh,1.331485,103.852592
Pei Chun Public School,1.3362704,103.855697
Blk 237,1.3400074,103.8527666
Blk 1,1.3398194,103.8530415
Blk 27,1.3325347,103.8558883
After SAFRA Toa Payoh,1.3312465,103.8526704
Toa Payoh Interchange,1.3320112,103.8471985
After HDB Hub,1.3311346,103.8502091
Blk 2,1.3384108,103.8532836
Toa Payoh Swimming Complex,1.3309642,103.850008
Blk 52,1.3385028,103.8527446
Opposite Blk 26,1.3327409,103.8557525
Opposite Blk 5,1.3381878,103.8554187
Blk 17A,1.336301,103.8571847
Opposite Blk 231,1.3377025,103.8598848
First Toa Payoh Primary School,1.3399067,103.8565175
Braddell Tech Building,1.3398879,103.8584121
Blk 231,1.337014,103.8597336
Blk 227,1.3397496,103.8581789
Toa Payoh Polyclinic,1.3352082,103.8585855
Blk 210 Market/Food Centre,1.3399585,103.8538179
Before Blk 221,1.341326,103.857379
Opposite Toa Payoh Polyclinic,1.335377,103.8586341
Blk 286A,1.3390413,103.7459953
Opposite Blk 288D,1.3404677,103.7442026
IMM Building,1.3346534,103.7477423
Blk 284,1.3392649,103.7459557
Opposite IMM Building,1.3351363,103.7480012
Blk 288E,1.340395,103.7439862
Wang-Fu Industrial Private Limited,1.3356599,103.7575105
Opposite Jurong East WaRehabilitatione,1.3367109,103.7494297
Jurong East WaRehabilitatione,1.3364617,103.7493575
Alliance Building,1.3371501,103.7522807
Opposite Toh Guan Centre,1.3372397,103.7544563
Toh Guan Centre,1.3374243,103.7546595
Hitachi Elevator Building,1.3366037,103.751058
SMRT Ulu Pandan Depot,1.3332345,103.7593951
Opposite SMRT Ulu Pandan Depot,1.333103,103.7590592
Before Toh Tuck Link,1.3299547,103.7582051
After Toh Tuck Link,1.329886,103.7585546
After Old Toh Tuck Road,1.3314887,103.7577493
Before Old Toh Tuck Road,1.3316215,103.7573459
After Toh Tuck Cresent,1.3374195,103.7644719
Opposite Toh Tuck Cresent,1.3377222,103.7643266
Forett @ Bukit Timah,1.3395494,103.7679047
Before Toh Tuck Rise,1.3393609,103.7637931
After Jalan Jurong Kechil,1.3402742,103.7702145
Before Jalan Jurong Kechil,1.3405221,103.7705392
After Toh Tuck Terrace,1.3394491,103.7683064
Highgate Park,1.3397451,103.7656604
After Toh Tuck Rise,1.33912,103.763598
Opposite Highgate Park,1.3395756,103.7654279
Opposite House No. 19,1.3389094,103.7686397
House No. 45,1.3380751,103.7689038
The Regent Singapore,1.3048854,103.8255403
Blk 107,1.3193048,103.8595769
After Tuas Avenue 6,1.329877,103.6522561
Toyochem Ink,1.3273619,103.655132
Asiatic Engineering,1.3213241,103.6597144
MAN Diesel,1.3237792,103.6588962
Sew-Eurodrive,1.3252515,103.6571374
Opposite SMC Manufacturing,1.334353,103.6477861
Soon Heng Glass,1.3238164,103.6586502
Mercedes-Benz Logistics,1.3290932,103.6533031
Before Tuas Avenue 10,1.3320913,103.6499606
After Tuas Avenue 10,1.3324254,103.6498106
Opposite Galmon Singapore,1.3277136,103.6545502
Bestofire and Thermal,1.321085,103.659313
SMC Manufacturing,1.3346034,103.6472732
After Tuas Avenue 8,1.3306052,103.6517153
Becton Dickinson Medical,1.3254726,103.6570915
Opposite Hempel,1.3244932,103.6425757
Richee Engineering,1.320139,103.647133
3NC Singapore,1.3219376,103.6452556
Smarty,1.3267194,103.6402581
Opto-Pharm,1.3339278,103.6449284
After Tuas Avenue 7,1.334409,103.6451787
Opposite Michelman,1.3298182,103.6410504
Michelman,1.329783,103.6408385
Opposite Hart Engineering Private Limited,1.323624,103.6529724
Hart Engineering Private Limited,1.323965,103.653073
Before Tuas Avenue 13,1.3245605,103.6359336
Before Tuas Avenue 11,1.327279,103.6384747
After Tuas Road,1.319279,103.658699
Before Tuas Road,1.319307,103.658805
Yan San Metals Private Limited,1.3249503,103.6511334
Jas Metal Coatings,1.3251626,103.6515147
Asia Steel Welded Mesh,1.3201597,103.653999
Times Printers,1.3215966,103.6524806
Chugoku Marine Paints,1.3201494,103.6538195
Mapletree Logistics,1.3178175,103.656474
YCH Distripark,1.3175904,103.6565122
Opposite Kee Wee Hup Kee,1.3335235,103.6436705
Kee Wee Hup Kee,1.3337878,103.6436491
Nissin Trspt,1.3294567,103.6434865
Opposite Kyocera Chemical,1.3274938,103.6455555
Kyocera Chemical,1.3275313,103.6453166
After Tuas Avenue 8,1.3259186,103.6472013
WYN2000 Logistics Centre,1.3255181,103.6474153
After Tuas Avenue 4,1.3239769,103.649031
Opposite Nissin Trspt,1.3295114,103.6432345
After Tuas Avenue 6,1.3242161,103.6489833
Opposite Grinnel,1.3148708,103.6538396
Before Tuas Amenity Centre,1.3174039,103.6513574
After Tuas Cresent,1.3190064,103.6496769
Chuan Hua,1.3175988,103.6509867
Tru-Marine,1.3146629,103.6542375
Before Tuas Loop,1.3205589,103.6367785
Hiap Seng Engineering Limited,1.3155166,103.645321
Paxocean,1.3166785,103.6408204
Before Tuas Avenue 20,1.3224021,103.6348357
After Tuas Avenue 16,1.3184608,103.6389772
Damen Shipyard,1.3148589,103.6427389
Before Tuas Avenue 11,1.3192551,103.6488212
Before Tuas Avenue 13,1.3172401,103.6469407
Super Continental,1.3386918,103.6382389
Opposite Super Continental,1.33908,103.6380974
Opposite Singapore Epson Industrial,1.3354593,103.6418992
Singapore Epson Industrial,1.3355522,103.6415469
After Tuas Avenue 5,1.3173771,103.6580701
Opposite Ocean Tanker,1.308544,103.6501579
Before Tuas Avenue 5,1.3173758,103.6589722
Gul Circle Station Exit A,1.3193771,103.6607114
Opposite Progress Galvanizing,1.3134101,103.6547266
After Ocean Tanker,1.3079837,103.6498385
Progress Galvanizing,1.3132852,103.654837
Before Marinteknik,1.3107713,103.6524724
Gul Circle Station Exit B,1.3200459,103.6608196
Opposite Marinteknik,1.3111195,103.6525693
See Hup Seng,1.2983434,103.6230277
Before Tuas South Avenue 2,1.3174493,103.6297175
Before Tuas South Avenue 2,1.3206251,103.6312648
After Tuas South Street 2,1.3082379,103.626714
After Tuas View Cresent,1.2895031,103.627543
Before Tuas South Avenue 5,1.2907803,103.6241766
After Tuas South Avenue 2,1.320912,103.630896
Multico,1.2891622,103.630258
After Tuas South Avenue 4,1.3140443,103.6284364
Before Tuas South Avenue 9,1.2887872,103.6358193
Yong Nam,1.295232,103.6219689
After Tuas View Circuit,1.288924,103.6328897
After Tuas South Avenue 4,1.311347,103.6278261
After Tuas South Avenue 2,1.3174163,103.630067
Before Tuas South Avenue 4,1.3138303,103.628711
Before Tuas South Avenue 6,1.3043879,103.6253277
Tuas Technology Park,1.311572,103.630909
RS Components,1.308683,103.6321291
After Tuas South Avenue 8,1.2994257,103.6286361
After Tuas South Avenue 6,1.302312,103.6297465
Before Tuas South Street 2,1.3052573,103.6308589
Before Tuas South Avenue 5,1.2968584,103.6296116
Before Tuas South Avenue 7,1.2956739,103.6328638
After Tuas South Avenue 9,1.2944113,103.6362422
Framo Singapore Private Limited,1.2909354,103.6367825
Opposite YLS Steel,1.2933857,103.636911
After Tuas West Street,1.3322614,103.634091
Tuas Link Station,1.3408823,103.6370786
Opposite Tuas West Street,1.332771,103.6341107
Before Pioneer Road,1.3349149,103.6351876
Before Tuas West Avenue,1.3292467,103.63267
Opposite MSD,1.3268524,103.6319069
Msd,1.3268966,103.6317284
Super Continental,1.3388149,103.6365323
Opposite Super Continental,1.3387806,103.6363238
After Pioneer Road,1.3354566,103.6351385
Opposite Tuas Link Station,1.3413998,103.6375066
Before Tuas Terminal,1.3438749,103.6383239
After Tuas Terminal,1.3443275,103.6383427
After Tuas West Avenue,1.3294201,103.6329285
Before Pioneer Road,1.3290055,103.6370602
After Pioneer Road,1.3288079,103.6373601
Ubi Techpark,1.3255282,103.895019
Paya Ubi Industrial Park,1.3261245,103.8979059
Ubi 55,1.3254735,103.895305
Blk 318,1.3282236,103.9028434
Maha Bodhi School,1.3283439,103.9025843
Blk 343,1.3266726,103.9005392
Opposite Blk 343,1.3267652,103.9001548
Opposite Paya Ubi Industrial Park,1.3260832,103.8972685
Blk 3019,1.3272663,103.8921164
Blk 3023,1.3291371,103.8970657
Blk 3021,1.328164,103.8944559
Blk 3026,1.3278711,103.8945658
Automobile Megamart,1.3305273,103.9004015
Blk 3024,1.3288958,103.897049
Aztech Building,1.3269988,103.8921154
Blk 302,1.3309942,103.901509
